Produktivmandant                                                                              Line Items Extract                                                                             Time 16:46:26     Date  20.12.2024
Gütersloh         Ledger 0L                                                                                                                                                                  RFBPET00/RHUELITL Page           1

	CoCd	DocumentNo				Type		Pstng Date			Period	Year		Doc. Date	Entry Date		User Name		Reference
	BusA	Itm	PK	SG	Tx		PayT		AccTy	Account			D/C	      Amount in LC		Crcy		      Amount in FC		Crcy	D/C	   LC tax amount	Crcy	      Tax Amount	Crcy	Name 1	City	Short Text

	3800	900011369				RV		05.04.2018			     4	2018		05.04.2018	06.04.2018		SAPBTC_APPL		0082536700
		 21	40						S	6601050			S	           623.62		MXN		            32.66		USD
		 22	50						S	3000127			H	-623.62		MXN		-32.66		USD
		 23	50		A0				S	4000602			H	-111,739.84		MXN		-5,852.00		USD
		 24	40						S	6601050			S	         1,117.40		MXN		            58.52		USD
		 25	50						S	3000127			H	-1,117.40		MXN		-58.52		USD
		 26	50		A0				S	4001402			H	-4,330.59		MXN		-226.80		USD
		 27	40						S	6601050			S	            43.34		MXN		             2.27		USD
		 28	50						S	3000127			H	-43.34		MXN		-2.27		USD
		 29	50		A0				S	4001402			H	-4,330.59		MXN		-226.80		USD
		 30	40						S	6601050			S	            43.34		MXN		             2.27		USD
		 31	50						S	3000127			H	-43.34		MXN		-2.27		USD
		 32	50		A0				S	4001402			H	-5,004.23		MXN		-262.08		USD
		 33	40						S	6601050			S	            50.03		MXN		             2.62		USD
		 34	50						S	3000127			H	-50.03		MXN		-2.62		USD
		 35	50		A0				S	4001402			H	-4,378.70		MXN		-229.32		USD
		 36	40						S	6601050			S	            43.73		MXN		             2.29		USD
		 37	50						S	3000127			H	-43.73		MXN		-2.29		USD
		 38	50		A0				S	4001402			H	-2,392.13		MXN		-125.28		USD
		 39	40						S	6601050			S	            23.87		MXN		             1.25		USD
		 40	50						S	3000127			H	-23.87		MXN		-1.25		USD
		 41	50		A0				S	4001402			H	-1,594.76		MXN		-83.52		USD
		 42	40						S	6601050			S	            16.04		MXN		             0.84		USD
		 43	50						S	3000127			H	-16.04		MXN		-0.84		USD
		 44	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 45	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 46	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 47	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 48	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 49	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 50	50		A0				S	4001402			H	-797.38		MXN		-41.76		USD
		 51	40						S	6601050			S	             8.02		MXN		             0.42		USD
		 52	50						S	3000127			H	-8.02		MXN		-0.42		USD
		 53	50		A0				S	4000602			H	-111,739.84		MXN		-5,852.00		USD
		 54	40						S	6601050			S	         1,117.40		MXN		            58.52		USD
		 55	50						S	3000127			H	-1,117.40		MXN		-58.52		USD
		 56	50		A0				S	4001402			H	-797.38		MXN		-41.76		USD
		 57	40						S	6601050			S	             8.02		MXN		             0.42		USD
		 58	50						S	3000127			H	-8.02		MXN		-0.42		USD
		 59	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 60	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 61	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 62	50		A0				S	4001402			H	-797.38		MXN		-41.76		USD
		 63	40						S	6601050			S	             8.02		MXN		             0.42		USD
		 64	50						S	3000127			H	-8.02		MXN		-0.42		USD

	3800	900015240				RV		04.05.2018			     5	2018		04.05.2018	05.05.2018		SAPBTC_APPL		0082563990
		  1	01		A0		R029		D	29060000			S	        36,046.03		MXN		         1,887.79		USD
		  2	50		A0				S	4000302			H	-36.65		MXN		-1.92		USD
		  3	40						S	6601050			S	             0.38		MXN		             0.02		USD
		  4	50						S	3000127			H	-0.38		MXN		-0.02		USD
		  5	50		A0				S	4000302			H	-73.32		MXN		-3.84		USD
		  6	40						S	6601050			S	             0.76		MXN		             0.04		USD
		  7	50						S	3000127			H	-0.76		MXN		-0.04		USD
		  8	50		A0				S	4000302			H	-69.50		MXN		-3.64		USD
		  9	40						S	6601050			S	             0.76		MXN		             0.04		USD
		 10	50						S	3000127			H	-0.76		MXN		-0.04		USD
		 11	50		A0				S	4000302			H	-69.50		MXN		-3.64		USD
		 12	40						S	6601050			S	             0.76		MXN		             0.04		USD
		 13	50						S	3000127			H	-0.76		MXN		-0.04		USD
		 14	50		A0				S	4001802			H	-548.01		MXN		-28.70		USD
		 15	40						S	6601050			S	             5.54		MXN		             0.29		USD
		 16	50						S	3000127			H	-5.54		MXN		-0.29		USD
		 17	50		A0				S	4001802			H	-9,069.79		MXN		-475.00		USD
		 18	40						S	6601050			S	            90.70		MXN		             4.75		USD
		 19	50						S	3000127			H	-90.70		MXN		-4.75		USD
		 20	50		A0				S	4000302			H	-49.65		MXN		-2.60		USD
		 21	40						S	6601050			S	             0.57		MXN		             0.03		USD
		 22	50						S	3000127			H	-0.57		MXN		-0.03		USD
		 23	50		A0				S	4000302			H	-49.65		MXN		-2.60		USD
		 24	40						S	6601050			S	             0.57		MXN		             0.03		USD
		 25	50						S	3000127			H	-0.57		MXN		-0.03		USD
		 26	50		A0				S	4000302			H	-49.65		MXN		-2.60		USD
		 27	40						S	6601050			S	             0.57		MXN		             0.03		USD
		 28	50						S	3000127			H	-0.57		MXN		-0.03		USD
		 29	50		A0				S	4000302			H	-49.65		MXN		-2.60		USD
		 30	40						S	6601050			S	             0.57		MXN		             0.03		USD
		 31	50						S	3000127			H	-0.57		MXN		-0.03		USD
		 32	50		A0				S	4000302			H	-1,998.03		MXN		-104.64		USD
		 33	40						S	6601050			S	            20.05		MXN		             1.05		USD
		 34	50						S	3000127			H	-20.05		MXN		-1.05		USD
		 35	50		A0				S	4000102			H	-4,216.98		MXN		-220.85		USD
		 36	40						S	6601050			S	            42.20		MXN		             2.21		USD
		 37	50						S	3000127			H	-42.20		MXN		-2.21		USD
		 38	50		A0				S	4000102			H	-843.40		MXN		-44.17		USD
		 39	40						S	6601050			S	             8.40		MXN		             0.44		USD
		 40	50						S	3000127			H	-8.40		MXN		-0.44		USD
		 41	50		A0				S	4000302			H	-24.82		MXN		-1.30		USD
		 42	40						S	6601050			S	             0.19		MXN		             0.01		USD
		 43	50						S	3000127			H	-0.19		MXN		-0.01		USD
		 44	50		A0				S	4000302			H	-24.82		MXN		-1.30		USD
		 45	40						S	6601050			S	             0.19		MXN		             0.01		USD
		 46	50						S	3000127			H	-0.19		MXN		-0.01		USD
		 47	50		A0				S	4000302			H	-184.83		MXN		-9.68		USD
		 48	40						S	6601050			S	             1.91		MXN		             0.10		USD
		 49	50						S	3000127			H	-1.91		MXN		-0.10		USD
		 50	50		A0				S	4001802			H	-17,481.40		MXN		-915.53		USD
		 51	40						S	6601050			S	           174.90		MXN		             9.16		USD
		 52	50						S	3000127			H	-174.90		MXN		-9.16		USD
		 53	50		A0				S	4000102			H	-201.06		MXN		-10.53		USD
		 54	40						S	6601050			S	             2.10		MXN		             0.11		USD
		 55	50						S	3000127			H	-2.10		MXN		-0.11		USD
		 56	50		A0				S	4000102			H	-201.06		MXN		-10.53		USD
		 57	40						S	6601050			S	             2.10		MXN		             0.11		USD
		 58	50						S	3000127			H	-2.10		MXN		-0.11		USD
		 59	50		A0				S	4000102			H	-402.13		MXN		-21.06		USD
		 60	40						S	6601050			S	             4.01		MXN		             0.21		USD
		 61	50						S	3000127			H	-4.01		MXN		-0.21		USD
		 62	50		A0				S	4000102			H	-402.13		MXN		-21.06		USD
		 63	40						S	6601050			S	             4.01		MXN		             0.21		USD
		 64	50						S	3000127			H	-4.01		MXN		-0.21		USD

	3800	900015269				RV		05.05.2018			     5	2018		05.05.2018	06.05.2018		SAPBTC_APPL		0082565302
		  1	01		A0		R029		D	29060000			S	       896,423.92		MXN		        46,947.20		USD
		  2	50		A0				S	4000302			H	-142,558.06		MXN		-7,466.00		USD
		  3	40						S	6601050			S	         1,425.58		MXN		            74.66		USD
		  4	50						S	3000127			H	-1,425.58		MXN		-74.66		USD
		  5	50		A0				S	4000102			H	-128,093.73		MXN		-6,708.48		USD
		  6	40						S	6601050			S	         1,280.85		MXN		            67.08		USD
		  7	50						S	3000127			H	-1,280.85		MXN		-67.08		USD
		  8	50		A0				S	4000102			H	-30,556.99		MXN		-1,600.32		USD
		  9	40						S	6601050			S	           305.51		MXN		            16.00		USD
		 10	50						S	3000127			H	-305.51		MXN		-16.00		USD
		 11	50		A0				S	4000102			H	-152,784.95		MXN		-8,001.60		USD
		 12	40						S	6601050			S	         1,527.93		MXN		            80.02		USD
		 13	50						S	3000127			H	-1,527.93		MXN		-80.02		USD
		 14	50		A0				S	4001402			H	-62,354.35		MXN		-3,265.60		USD
		 15	40						S	6601050			S	           623.62		MXN		            32.66		USD
		 16	50						S	3000127			H	-623.62		MXN		-32.66		USD
		 17	50		A0				S	4000602			H	-139,674.80		MXN		-7,315.00		USD
		 18	40						S	6601050			S	         1,396.75		MXN		            73.15		USD
		 19	50						S	3000127			H	-1,396.75		MXN		-73.15		USD
		 20	50		A0				S	4001402			H	-5,052.35		MXN		-264.60		USD
		 21	40						S	6601050			S	            50.60		MXN		             2.65		USD
		 22	50						S	3000127			H	-50.60		MXN		-2.65		USD
		 23	50		A0				S	4001402			H	-5,052.35		MXN		-264.60		USD
		 24	40						S	6601050			S	            50.60		MXN		             2.65		USD
		 25	50						S	3000127			H	-50.60		MXN		-2.65		USD
		 26	50		A0				S	4001402			H	-4,378.70		MXN		-229.32		USD
		 27	40						S	6601050			S	            43.73		MXN		             2.29		USD
		 28	50						S	3000127			H	-43.73		MXN		-2.29		USD
		 29	50		A0				S	4001402			H	-4,378.70		MXN		-229.32		USD
		 30	40						S	6601050			S	            43.73		MXN		             2.29		USD
		 31	50						S	3000127			H	-43.73		MXN		-2.29		USD
		 32	50		A0				S	4001402			H	-2,392.13		MXN		-125.28		USD
		 33	40						S	6601050			S	            23.87		MXN		             1.25		USD
		 34	50						S	3000127			H	-23.87		MXN		-1.25		USD
		 35	50		A0				S	4001402			H	-1,594.76		MXN		-83.52		USD
		 36	40						S	6601050			S	            16.04		MXN		             0.84		USD
		 37	50						S	3000127			H	-16.04		MXN		-0.84		USD
		 38	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 39	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 40	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 41	50		A0				S	4001402			H	-2,694.59		MXN		-141.12		USD
		 42	40						S	6601050			S	            26.92		MXN		             1.41		USD
		 43	50						S	3000127			H	-26.92		MXN		-1.41		USD
		 44	50		A0				S	4001402			H	-797.38		MXN		-41.76		USD
		 45	40						S	6601050			S	             8.02		MXN		             0.42		USD
		 46	50						S	3000127			H	-8.02		MXN		-0.42		USD
		 47	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 48	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 49	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 50	50		A0				S	4001402			H	-70,893.32		MXN		-3,712.80		USD
		 51	40						S	6601050			S	           708.97		MXN		            37.13		USD
		 52	50						S	3000127			H	-708.97		MXN		-37.13		USD
		 53	50		A0				S	4000602			H	-139,674.80		MXN		-7,315.00		USD
		 54	40						S	6601050			S	         1,396.75		MXN		            73.15		USD
		 55	50						S	3000127			H	-1,396.75		MXN		-73.15		USD
		 56	50		A0				S	4001402			H	-797.38		MXN		-41.76		USD
		 57	40						S	6601050			S	             8.02		MXN		             0.42		USD
		 58	50						S	3000127			H	-8.02		MXN		-0.42		USD

	3800	900015372				RV		07.05.2018			     5	2018		07.05.2018	08.05.2018		SAPBTC_APPL		0082566634
		  1	01		A0		R029		D	29060000			S	       929,968.79		MXN		        48,704.00		USD
		  2	50		A0				S	4000302			H	-142,558.07		MXN		-7,466.00		USD
		  3	40						S	6601050			S	         1,425.58		MXN		            74.66		USD
		  4	50						S	3000127			H	-1,425.58		MXN		-74.66		USD
		  5	50		A0				S	4000102			H	-128,093.73		MXN		-6,708.48		USD
		  6	40						S	6601050			S	         1,280.85		MXN		            67.08		USD
		  7	50						S	3000127			H	-1,280.85		MXN		-67.08		USD
		  8	50		A0				S	4000102			H	-61,113.98		MXN		-3,200.64		USD
		  9	40						S	6601050			S	           611.21		MXN		            32.01		USD
		 10	50						S	3000127			H	-611.21		MXN		-32.01		USD
		 11	50		A0				S	4000102			H	-152,784.95		MXN		-8,001.60		USD
		 12	40						S	6601050			S	         1,527.93		MXN		            80.02		USD
		 13	50						S	3000127			H	-1,527.93		MXN		-80.02		USD
		 14	50		A0				S	4000602			H	-139,674.80		MXN		-7,315.00		USD
		 15	40						S	6601050			S	         1,396.75		MXN		            73.15		USD
		 16	50						S	3000127			H	-1,396.75		MXN		-73.15		USD
		 17	50		A0				S	4001402			H	-5,052.35		MXN		-264.60		USD
		 18	40						S	6601050			S	            50.60		MXN		             2.65		USD
		 19	50						S	3000127			H	-50.60		MXN		-2.65		USD
		 20	50		A0				S	4001402			H	-5,052.35		MXN		-264.60		USD
		 21	40						S	6601050			S	            50.60		MXN		             2.65		USD
		 22	50						S	3000127			H	-50.60		MXN		-2.65		USD
		 23	50		A0				S	4001402			H	-4,378.70		MXN		-229.32		USD
		 24	40						S	6601050			S	            43.73		MXN		             2.29		USD
		 25	50						S	3000127			H	-43.73		MXN		-2.29		USD
		 26	50		A0				S	4001402			H	-4,378.70		MXN		-229.32		USD
		 27	40						S	6601050			S	            43.73		MXN		             2.29		USD
		 28	50						S	3000127			H	-43.73		MXN		-2.29		USD
		 29	50		A0				S	4001402			H	-1,594.76		MXN		-83.52		USD
		 30	40						S	6601050			S	            16.04		MXN		             0.84		USD
		 31	50						S	3000127			H	-16.04		MXN		-0.84		USD
		 32	50		A0				S	4001402			H	-2,392.13		MXN		-125.28		USD
		 33	40						S	6601050			S	            23.87		MXN		             1.25		USD
		 34	50						S	3000127			H	-23.87		MXN		-1.25		USD
		 35	50		A0				S	4001402			H	-2,694.59		MXN		-141.12		USD
		 36	40						S	6601050			S	            26.92		MXN		             1.41		USD
		 37	50						S	3000127			H	-26.92		MXN		-1.41		USD
		 38	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 39	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 40	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 41	50		A0				S	4001402			H	-797.38		MXN		-41.76		USD
		 42	40						S	6601050			S	             8.02		MXN		             0.42		USD
		 43	50						S	3000127			H	-8.02		MXN		-0.42		USD
		 44	50		A0				S	4001402			H	-1,347.29		MXN		-70.56		USD
		 45	40						S	6601050			S	            13.56		MXN		             0.71		USD
		 46	50						S	3000127			H	-13.56		MXN		-0.71		USD
		 47	50		A0				S	4001402			H	-2,694.59		MXN		-141.12		USD
		 48	40						S	6601050			S	            26.92		MXN		             1.41		USD
		 49	50						S	3000127			H	-26.92		MXN		-1.41		USD
		 50	50		A0				S	4001402			H	-62,354.35		MXN		-3,265.60		USD
		 51	40						S	6601050			S	           623.62		MXN		            32.66		USD
		 52	50						S	3000127			H	-623.62		MXN		-32.66		USD
		 53	50		A0				S	4000602			H	-139,674.80		MXN		-7,315.00		USD
		 54	40						S	6601050			S	         1,396.75		MXN		            73.15		USD
		 55	50						S	3000127			H	-1,396.75		MXN		-73.15		USD
		 56	50		A0				S	4001402			H	-71,983.98		MXN		-3,769.92		USD
		 57	40						S	6601050			S	           719.86		MXN		            37.70		USD
		 58	50						S	3000127			H	-719.86		MXN		-37.70		USD

	3800	900015535				RV		08.05.2018			     5	2018		08.05.2018	09.05.2018		SAPBTC_APPL		195244
		  1	01		A0		R008		D	22190000			S	        31,106.75		MXN		         1,620.00		USD
		  2	50		A0				S	4001902			H	-31,106.75		MXN		-1,620.00		USD
		  3	40						S	6601050			S	           311.07		MXN		            16.20		USD
		  4	50						S	3000127			H	-311.07		MXN		-16.20		USD

	3800	900015537				RV		08.05.2018			     5	2018		08.05.2018	09.05.2018		SAPBTC_APPL		0082567825
		  1	01		A0		R029		D	29060000			S	       911,843.42		MXN		        47,487.64		USD
		  2	50		A0				S	4000302			H	-143,359.91		MXN		-7,466.00		USD
		  3	40						S	6601050			S	         1,433.60		MXN		            74.66		USD
		  4	50						S	3000127			H	-1,433.60		MXN		-74.66		USD
		  5	50		A0				S	4000102			H	-193,221.33		MXN		-10,062.72		USD
		  6	40						S	6601050			S	         1,932.27		MXN		           100.63		USD
		  7	50						S	3000127			H	-1,932.27		MXN		-100.63		USD
		  8	50		A0				S	4001402			H	-62,705.07		MXN		-3,265.60		USD
		  9	40						S	6601050			S	           627.13		MXN		            32.66		USD
		 10	50						S	3000127			H	-627.13		MXN		-32.66		USD
		 11	50		A0				S	4000602			H	-112,368.35		MXN		-5,852.00		USD
		 12	40						S	6601050			S	         1,123.68		MXN		            58.52		USD
		 13	50						S	3000127			H	-1,123.68		MXN		-58.52		USD
		 14	50		A0				S	4001402			H	-5,080.77		MXN		-264.60		USD
		 15	40						S	6601050			S	            50.88		MXN		             2.65		USD
		 16	50						S	3000127			H	-50.88		MXN		-2.65		USD
		 17	50		A0				S	4001402			H	-5,806.59		MXN		-302.40		USD
		 18	40						S	6601050			S	            57.99		MXN		             3.02		USD
		 19	50						S	3000127			H	-57.99		MXN		-3.02		USD
		 20	50		A0				S	4001402			H	-4,403.33		MXN		-229.32		USD
		 21	40						S	6601050			S	            43.97		MXN		             2.29		USD
		 22	50						S	3000127			H	-43.97		MXN		-2.29		USD
		 23	50		A0				S	4001402			H	-4,403.33		MXN		-229.32		USD
		 24	40						S	6601050			S	            43.97		MXN		             2.29		USD
		 25	50						S	3000127			H	-43.97		MXN		-2.29		USD
		 26	50		A0				S	4001402			H	-801.86		MXN		-41.76		USD
		 27	40						S	6601050			S	             8.06		MXN		             0.42		USD
		 28	50						S	3000127			H	-8.06		MXN		-0.42		USD
		 29	50		A0				S	4001402			H	-1,603.73		MXN		-83.52		USD
		 30	40						S	6601050			S	            16.13		MXN		             0.84		USD
		 31	50						S	3000127			H	-16.13		MXN		-0.84		USD
		 32	50		A0				S	4001402			H	-1,354.87		MXN		-70.56		USD
		 33	40						S	6601050			S	            13.63		MXN		             0.71		USD
		 34	50						S	3000127			H	-13.63		MXN		-0.71		USD
		 35	50		A0				S	4001402			H	-3,207.45		MXN		-167.04		USD
		 36	40						S	6601050			S	            32.07		MXN		             1.67		USD
		 37	50						S	3000127			H	-32.07		MXN		-1.67		USD
		 38	50		A0				S	4001402			H	-1,354.87		MXN		-70.56		USD
		 39	40						S	6601050			S	            13.63		MXN		             0.71		USD
		 40	50						S	3000127			H	-13.63		MXN		-0.71		USD
		 41	50		A0				S	4001402			H	-1,354.87		MXN		-70.56		USD
		 42	40						S	6601050			S	            13.63		MXN		             0.71		USD
		 43	50						S	3000127			H	-13.63		MXN		-0.71		USD
		 44	50		A0				S	4001402			H	-70,195.27		MXN		-3,655.68		USD
		 45	40						S	6601050			S	           702.01		MXN		            36.56		USD
		 46	50						S	3000127			H	-702.01		MXN		-36.56		USD
		 47	50		A0				S	4000602			H	-112,368.35		MXN		-5,852.00		USD
		 48	40						S	6601050			S	         1,123.68		MXN		            58.52		USD
		 49	50						S	3000127			H	-1,123.68		MXN		-58.52		USD
		 50	50		A0				S	4000102			H	-32,203.56		MXN		-1,677.12		USD
		 51	40						S	6601050			S	           322.01		MXN		            16.77		USD
		 52	50						S	3000127			H	-322.01		MXN		-16.77		USD
		 53	50		A0				S	4000102			H	-153,644.32		MXN		-8,001.60		USD
		 54	40						S	6601050			S	         1,536.52		MXN		            80.02		USD
		 55	50						S	3000127			H	-1,536.52		MXN		-80.02		USD
		 56	50		A0				S	4001402			H	-2,405.59		MXN		-125.28		USD
		 57	40						S	6601050			S	            24.00		MXN		             1.25		USD
		 58	50						S	3000127			H	-24.00		MXN		-1.25		USD

	3800	900015547				RV		08.05.2018			     5	2018		08.05.2018	09.05.2018		SAPBTC_APPL		195126
